"","date","year","neutral","playoff","team_a","team_b","elo1_pre","elo2_pre","elo_prob1","elo_prob2","elo1_post","elo2_post","carm.elo1_pre","carm.elo2_pre","carm.elo_prob1","carm.elo_prob2","carm.elo1_post","carm.elo2_post","raptor1_pre","raptor2_pre","raptor_prob1","raptor_prob2","score1","score2","quality","importance","finalrating"
"1","2022-10-18",2023,0,"","BOS","PHI",1657.63974912662,1582.24732707837,0.732949679216964,0.267050320783036,1662.1988835837,1577.68819262129,NA,NA,NA,NA,NA,NA,1693.24307892722,1641.87672921531,0.67061227196048,0.32938772803952,126,117,96,13,55
"2","2022-10-21",2023,0,"","MIA","BOS",1598.81471441712,1662.1988835837,0.552500190361501,0.447499809638499,1589.23808123439,1671.77551676643,NA,NA,NA,NA,NA,NA,1640.93918980306,1690.60271534175,0.540850427939974,0.459149572060026,104,111,96,23,60
"3","2022-10-22",2023,0,"","ORL","BOS",1359.47971525253,1671.77551676643,0.227571869750053,0.772428130249947,1356.47117312257,1674.78405889639,NA,NA,NA,NA,NA,NA,1298.29156138865,1675.72334429179,0.145696633835027,0.854303366164973,120,126,35,2,19
"4","2022-10-24",2023,0,"","CHI","BOS",1433.37230242662,1674.78405889639,0.307032072199385,0.692967927800615,1457.17340343,1650.98295789301,NA,NA,NA,NA,NA,NA,1478.64291081308,1698.72295665143,0.310831592550803,0.689168407449197,120,102,80,17,49
"5","2022-10-28",2023,0,"","BOS","CLE",1650.98295789301,1523.83977475397,0.787101430308967,0.212898569691033,1632.25719155857,1542.56554108841,NA,NA,NA,NA,NA,NA,1699.0807584617,1505.46904583083,0.818994440414555,0.181005559585445,123,132,84,11,48
"6","2022-10-30",2023,0,"","BOS","WAS",1632.25719155857,1439.20554299933,0.843821433865837,0.156178566134163,1636.11104459767,1435.35168996023,NA,NA,NA,NA,NA,NA,1664.52634818076,1446.88378469441,0.841889035761845,0.158110964238155,112,94,70,8,39
"7","2022-11-02",2023,0,"","CLE","BOS",1550.1892941566,1636.11104459767,0.520249148533521,0.479750851466479,1554.02432211007,1632.2760166442,NA,NA,NA,NA,NA,NA,1571.26403293437,1662.45726174482,0.483560425033475,0.516439574966525,114,113,89,23,56
"8","2022-11-04",2023,0,"","BOS","CHI",1632.2760166442,1480.40478063345,0.809981101587975,0.190018898412025,1634.27643703889,1478.40436023876,NA,NA,NA,NA,NA,NA,1660.16911464786,1497.18607577999,0.79485844696809,0.20514155303191,123,119,78,17,48
"9","2022-11-05",2023,0,"","NYK","BOS",1510.71557589024,1634.27643703889,0.466145075361822,0.533854924638178,1498.39593224114,1646.59608068799,NA,NA,NA,NA,NA,NA,1521.27687749749,1654.1281898395,0.412365298348235,0.587634701651765,118,133,81,36,59
"10","2022-11-07",2023,0,"","MEM","BOS",1607.2901849535,1646.59608068799,0.586468034742707,0.413531965257293,1600.39810162253,1653.48816401896,NA,NA,NA,NA,NA,NA,1605.2887289087,1664.0812393088,0.461800055218264,0.538199944781736,106,109,92,10,51
"11","2022-11-09",2023,0,"","BOS","DET",1653.48816401896,1365.61227610501,0.903155933010142,0.0968440669898578,1655.56629853669,1363.53414158728,NA,NA,NA,NA,NA,NA,1664.30822325464,1347.28840902684,0.90136036348316,0.0986396365168399,128,112,46,1,24
"12","2022-11-11",2023,0,"","BOS","DEN",1655.56629853669,1545.99936254854,0.769655014099463,0.230344985900537,1661.80323954611,1539.76242153912,NA,NA,NA,NA,NA,NA,1671.9130836775,1602.45909368962,0.697159420954919,0.302840579045081,131,112,92,8,50
"13","2022-11-12",2023,0,"","DET","BOS",1360.23645701682,1661.80323954611,0.238610657390825,0.761389342609175,1356.23630442861,1665.80339213432,NA,NA,NA,NA,NA,NA,1320.5649653344,1652.72161315368,0.189627858594339,0.810372141405661,108,117,37,3,20
"14","2022-11-14",2023,0,"","BOS","OKC",1665.80339213432,1419.85465978837,0.87989550336473,0.12010449663527,1666.99325663755,1418.66479528514,NA,NA,NA,NA,NA,NA,1675.87603111548,1414.20412185197,0.896848711403129,0.103151288596871,126,122,65,3,34
"15","2022-11-16",2023,0,"","ATL","BOS",1570.27585588267,1666.99325663755,0.504723899494344,0.495276100505656,1550.87186691451,1686.39724560571,NA,NA,NA,NA,NA,NA,1573.63862003795,1666.9153413932,0.48266477467212,0.51733522532788,101,126,89,21,55
"16","2022-11-18",2023,0,"","NOP","BOS",1569.94929434657,1686.39724560571,0.47634716276706,0.52365283723294,1561.41182552947,1694.93471442281,NA,NA,NA,NA,NA,NA,1562.48333437223,1683.90659708326,0.430739500670752,0.569260499329248,109,117,90,27,59
"17","2022-11-21",2023,0,"","CHI","BOS",1448.26457137655,1694.93471442281,0.300629672984816,0.699370327015184,1468.64623894169,1674.55304685767,NA,NA,NA,NA,NA,NA,1476.54626708581,1692.56633246361,0.314706397583234,0.685293602416766,121,107,79,27,53
"18","2022-11-23",2023,0,"","BOS","DAL",1674.55304685767,1571.10454810741,0.763351682844387,0.236648317155613,1679.54049627631,1566.11709868877,NA,NA,NA,NA,NA,NA,1675.70528490666,1607.89100846395,0.694365934929135,0.305634065070865,125,112,93,17,55
"19","2022-11-25",2023,0,"","BOS","SAC",1679.54049627631,1485.86910370239,0.844291011264579,0.155708988735421,1683.38121948133,1482.02838049737,NA,NA,NA,NA,NA,NA,1686.1189575681,1493.00588089557,0.824949364088817,0.175050635911183,122,104,81,16,49
"20","2022-11-27",2023,0,"","BOS","WAS",1683.38121948133,1457.72229113203,0.866994653628095,0.133005346371905,1685.43536225444,1455.66814835892,NA,NA,NA,NA,NA,NA,1645.07827332424,1489.71985964192,0.793184200569832,0.206815799430168,130,121,75,15,45
"21","2022-11-28",2023,0,"","BOS","CHO",1685.43536225444,1446.36260838086,0.875649278491207,0.124350721508793,1690.22397978082,1441.57399085448,NA,NA,NA,NA,NA,NA,1663.59043285461,1285.44906851632,0.912282052246806,0.0877179477531936,140,105,30,5,18
"22","2022-11-30",2023,0,"","BOS","MIA",1690.22397978082,1561.98184478889,0.788159582904114,0.211840417095886,1694.61371148318,1557.59211308653,NA,NA,NA,NA,NA,NA,1693.22558801181,1511.15219633217,0.815582021604811,0.184417978395189,134,121,85,13,49
"23","2022-12-02",2023,0,"","BOS","MIA",1694.61371148318,1557.59211308653,0.796474854737644,0.203525145262356,1682.18205328015,1570.02377128956,NA,NA,NA,NA,NA,NA,1695.4802756622,1553.61076720274,0.772469989333928,0.227530010666072,116,120,90,18,54
"24","2022-12-04",2023,0,"","BRK","BOS",1543.41628729398,1682.18205328015,0.444441941759084,0.555558058240916,1533.92287769997,1691.67546287416,NA,NA,NA,NA,NA,NA,1572.75293345392,1685.47812282465,0.441595672913989,0.558404327086011,92,103,91,32,62
"25","2022-12-05",2023,0,"","TOR","BOS",1534.23950082591,1691.67546287416,0.418087835008189,0.581912164991811,1528.05763097298,1697.85733272709,NA,NA,NA,NA,NA,NA,1597.70716838582,1689.14205865634,0.542476247663429,0.457523752336571,110,116,93,26,60
"26","2022-12-07",2023,0,"","PHO","BOS",1615.4848881801,1697.85733272709,0.525346346719335,0.474653653280665,1593.89355364038,1719.44866726681,NA,NA,NA,NA,NA,NA,1602.85240171144,1686.20590883854,0.504222287968981,0.495777712031019,98,125,93,17,55
"27","2022-12-10",2023,0,"","GSW","BOS",1586.7421011267,1719.44866726681,0.453070013742569,0.546929986257431,1602.53340829859,1703.65736009492,NA,NA,NA,NA,NA,NA,1566.95870582375,1703.53035834828,0.40682426772931,0.59317573227069,123,107,92,27,60
"28","2022-12-12",2023,0,"","LAC","BOS",1470.69975903662,1703.65736009492,0.317482498604501,0.682517501395499,1495.72078701974,1678.6363321118,NA,NA,NA,NA,NA,NA,1508.97509047403,1688.25689329218,0.335497567486305,0.664502432513695,113,93,84,38,61
"29","2022-12-13",2023,0,"","LAL","BOS",1469.00172962351,1678.6363321118,0.34725945719926,0.65274054280074,1464.96351822258,1682.67454351273,NA,NA,NA,NA,NA,NA,1470.89253885534,1673.22931597963,0.365703533657818,0.634296466342182,118,122,76,20,48
"30","2022-12-16",2023,0,"","BOS","ORL",1682.67454351273,1367.87693158765,0.915889706526456,0.084110293473544,1657.78342892657,1392.76804617381,NA,NA,NA,NA,NA,NA,1691.78839305533,1360.41533046411,0.90561380669466,0.0943861933053401,109,117,54,2,28
"31","2022-12-18",2023,0,"","BOS","ORL",1657.78342892657,1392.76804617381,0.891019509903521,0.108980490096479,1643.71157762565,1406.83989747473,NA,NA,NA,NA,NA,NA,1636.99072922189,1378.87371764643,0.868924806037852,0.131075193962148,92,95,49,2,26
"32","2022-12-21",2023,0,"","BOS","IND",1643.71157762565,1443.35048683618,0.849286695041221,0.150713304958779,1627.97730920352,1459.08475525831,NA,NA,NA,NA,NA,NA,1672.19341285357,1471.10511513934,0.830834848395537,0.169165151604463,112,117,76,12,44
"33","2022-12-23",2023,0,"","BOS","MIN",1627.97730920352,1500.30152112112,0.787614742861801,0.212385257138199,1632.15847088611,1496.12035943853,NA,NA,NA,NA,NA,NA,1662.2819378207,1512.98468663209,0.786597162450564,0.213402837549436,121,109,81,24,53
"34","2022-12-25",2023,0,"","BOS","MIL",1632.15847088611,1590.88279135198,0.692801240418591,0.307198759581409,1641.51369084362,1581.52757139447,NA,NA,NA,NA,NA,NA,1674.09768145153,1587.70206019201,0.712934231768382,0.287065768231618,139,118,91,9,50
"35","2022-12-27",2023,0,"","BOS","HOU",1641.51369084362,1365.04176512058,0.897260226788316,0.102739773211684,1644.45446577743,1362.10099018677,NA,NA,NA,NA,NA,NA,1686.925360741,1353.51325149113,0.932189022677253,0.0678109773227468,126,102,51,0,26
"36","2022-12-29",2023,0,"","BOS","LAC",1644.45446577743,1520.49347523758,0.784015661014028,0.215984338985972,1647.28722084214,1517.66072017287,NA,NA,NA,NA,NA,NA,1689.83709769933,1559.96607796103,0.76284680721933,0.23715319278067,116,110,90,19,55
"37","2023-01-01",2023,0,"","DEN","BOS",1571.19845405486,1647.28722084214,0.534356804444802,0.465643195555198,1581.83169968599,1636.65397521101,NA,NA,NA,NA,NA,NA,1585.70675642133,1683.99606304037,0.542504998780289,0.457495001219711,123,111,92,9,51
"38","2023-01-03",2023,0,"","OKC","BOS",1415.14441593732,1636.65397521101,0.331930799540915,0.668069200459085,1449.83761208601,1601.96077906232,NA,NA,NA,NA,NA,NA,1326.86595175258,1669.70947838592,0.184158868530025,0.815841131469975,150,117,42,3,23
"39","2023-01-05",2023,0,"","DAL","BOS",1573.34525373922,1601.96077906232,0.601308952872822,0.398691047127178,1546.13552322842,1629.17050957312,NA,NA,NA,NA,NA,NA,1598.01378546567,1651.73001504552,0.529130326978038,0.470869673021962,95,124,90,15,53
"40","2023-01-07",2023,0,"","SAS","BOS",1376.67469125141,1629.17050957312,0.29362631081687,0.70637368918313,1372.99133158291,1632.85386924162,NA,NA,NA,NA,NA,NA,1295.41479953552,1666.64059223009,0.123938158781999,0.876061841218001,116,121,33,1,17
"41","2023-01-09",2023,0,"","BOS","CHI",1632.85386924162,1507.57848551189,0.785294140195686,0.214705859804314,1636.15728848985,1504.27506626366,NA,NA,NA,NA,NA,NA,1669.49080580214,1498.34140504524,0.795558948668276,0.204441051331724,107,99,80,18,49
"42","2023-01-11",2023,0,"","BOS","NOP",1636.15728848985,1590.00022755855,0.698748975855939,0.301251024144061,1642.09713781931,1584.06037822909,NA,NA,NA,NA,NA,NA,1668.79430602756,1528.55844874386,0.773259093615465,0.226740906384535,125,114,84,8,46
"43","2023-01-12",2023,0,"","BRK","BOS",1626.05654348351,1642.09713781931,0.618528986666564,0.381471013333436,1611.45403185188,1656.69964945094,NA,NA,NA,NA,NA,NA,1569.45791195814,1673.32014896085,0.51103997944272,0.48896002055728,98,109,90,12,51
"44","2023-01-14",2023,0,"","CHO","BOS",1400.4475207482,1656.69964945094,0.289161571495183,0.710838428504817,1393.22050485984,1663.9266653393,NA,NA,NA,NA,NA,NA,1438.73774683717,1678.81338624964,0.280686734249013,0.719313265750987,106,122,70,4,37
"45","2023-01-16",2023,0,"","CHO","BOS",1393.22050485984,1663.9266653393,0.2723635769212,0.7276364230788,1387.64355785059,1669.50361234855,NA,NA,NA,NA,NA,NA,1399.53842196275,1675.45511775331,0.241352123895148,0.758647876104852,118,130,61,3,32
"46","2023-01-19",2023,0,"","BOS","GSW",1669.50361234855,1539.35905919503,0.78998226948011,0.21001773051989,1671.48674413385,1537.37592740973,NA,NA,NA,NA,NA,NA,1681.07617608533,1578.22773515884,0.728462628028789,0.271537371971211,121,118,91,30,61
"47","2023-01-21",2023,0,"","TOR","BOS",1478.22363347381,1671.48674413385,0.368917019513139,0.631082980486861,1474.90604623413,1674.80433137353,NA,NA,NA,NA,NA,NA,1521.16023709319,1646.2334611471,0.423202133263636,0.576797866736364,104,106,80,29,55
"48","2023-01-23",2023,0,"","ORL","BOS",1408.25681813243,1674.80433137353,0.277133633239951,0.722866366760049,1430.71346435092,1652.34768515504,NA,NA,NA,NA,NA,NA,1408.55283540341,1660.11849420073,0.26389128879491,0.73610871120509,113,98,60,5,33
"49","2023-01-24",2023,0,"","MIA","BOS",1566.88309750708,1652.34768515504,0.520905944253757,0.479094055746243,1572.17838485653,1647.05239780559,NA,NA,NA,NA,NA,NA,1573.79391575212,1665.31116545645,0.538244730455346,0.461755269544654,98,95,89,25,57
"50","2023-01-26",2023,0,"","BOS","NYK",1647.05239780559,1535.30293380876,0.771874824381158,0.228125175618842,1636.66170613976,1545.69362547459,NA,NA,NA,NA,NA,NA,1659.15991941469,1527.71048134673,0.755149991018048,0.244850008981952,117,120,83,27,55
"51","2023-01-28",2023,0,"","BOS","LAL",1636.66170613976,1481.10357325601,0.813226173768046,0.186773826231954,1638.62314901289,1479.14213038288,NA,NA,NA,NA,NA,NA,1653.43599820089,1460.18655434565,0.833550278946425,0.166449721053575,125,121,71,18,45
"52","2023-02-01",2023,0,"","BOS","BRK",1638.62314901289,1577.74627628188,0.716279676216965,0.283720323783035,1652.96107528704,1563.40835000773,NA,NA,NA,NA,NA,NA,1654.71517026356,1518.88613843648,0.767743175164055,0.232256824835945,139,96,81,6,44
"53","2023-02-03",2023,0,"","BOS","PHO",1652.96107528704,1493.70107918503,0.816441299300249,0.183558700699751,1628.98837153628,1517.67378293579,NA,NA,NA,NA,NA,NA,1667.07737159995,1479.29235172598,0.827632773285649,0.172367226714351,94,106,76,16,46
"54","2023-02-06",2023,0,"","DET","BOS",1347.24190619167,1628.98837153628,0.259952249292702,0.740047750707298,1341.96013951142,1634.27013821653,NA,NA,NA,NA,NA,NA,1340.92623474627,1641.21822409688,0.222663809201575,0.777336190798425,99,111,41,4,23
"55","2023-02-08",2023,0,"","BOS","PHI",1634.27013821653,1584.25721492463,0.703400524071227,0.296599475928773,1638.72584988873,1579.80150325243,NA,NA,NA,NA,NA,NA,1640.7640538851,1617.00817891845,0.628959074917685,0.371040925082315,106,99,91,13,52
"56","2023-02-10",2023,0,"","BOS","CHO",1638.72584988873,1384.98067663998,0.884558108315054,0.115441891684946,1640.70741910211,1382.9991074266,NA,NA,NA,NA,NA,NA,1640.84556542875,1379.51345581974,0.8726652632766,0.1273347367234,127,116,50,3,27
"57","2023-02-12",2023,0,"","BOS","MEM",1640.70741910211,1586.84458337963,0.708003181310677,0.291996818689323,1646.10360459172,1581.44839789002,NA,NA,NA,NA,NA,NA,1600.97440720322,1637.52143827565,0.558662614170634,0.441337385829366,119,109,89,8,49
"58","2023-02-14",2023,0,"","MIL","BOS",1615.9946646286,1646.10360459172,0.599246205779753,0.400753794220247,1621.86431601788,1640.23395320244,NA,NA,NA,NA,NA,NA,1622.42366339033,1555.0088910912,0.688623488982725,0.311376511017275,131,125,82,13,48
"59","2023-02-15",2023,0,"","BOS","DET",1640.23395320244,1341.87033954059,0.908309407694851,0.091690592305149,1642.35195312565,1339.75233961738,NA,NA,NA,NA,NA,NA,1669.76383922155,1326.9698247739,0.89079010943622,0.10920989056378,127,109,42,2,22
"60","2023-02-23",2023,0,"","IND","BOS",1402.10052397227,1642.35195312565,0.308455028626961,0.691544971373039,1398.59255549703,1645.85992160089,NA,NA,NA,NA,NA,NA,1439.45001665473,1660.32623838093,0.309918476389858,0.690081523610142,138,142,68,7,38
"61","2023-02-25",2023,0,"","PHI","BOS",1605.17919243749,1645.85992160089,0.584547358151203,0.415452641848797,1598.31761256848,1652.7215014699,NA,NA,NA,NA,NA,NA,1633.34487580979,1662.41292516374,0.564900136072153,0.435099863927847,107,110,94,12,53
"62","2023-02-27",2023,0,"","NYK","BOS",1585.80989957736,1652.7215014699,0.547474589303336,0.452525410696664,1597.68078580138,1640.85061524588,NA,NA,NA,NA,NA,NA,1589.31254529567,1660.57811434511,0.500517896270665,0.499482103729335,109,94,90,16,53
"63","2023-03-01",2023,0,"","BOS","CLE",1640.85061524588,1604.2768434833,0.687010907495394,0.312989092504606,1644.41958937051,1600.70786935867,NA,NA,NA,NA,NA,NA,1668.79616374683,1617.02154673054,0.672222246305125,0.327777753694875,117,113,93,7,50
"64","2023-03-03",2023,0,"","BOS","BRK",1644.41958937051,1491.56466921941,0.810851103586061,0.189148896413939,1623.32280866359,1512.66144992633,NA,NA,NA,NA,NA,NA,1693.81704628857,1509.48402238867,0.813825642285671,0.186174357714329,105,115,84,14,49
"65","2023-03-05",2023,0,"","BOS","NYK",1623.32280866359,1610.63644979759,0.656711775473958,0.343288224526042,1616.34772687808,1617.6115315831,NA,NA,NA,NA,NA,NA,1675.43234530521,1584.06488493027,0.726536306833034,0.273463693166966,129,131,91,5,48
"66","2023-03-06",2023,0,"","CLE","BOS",1603.66031753291,1616.34772687808,0.623072887750731,0.376927112249269,1608.11669142338,1611.89135298761,NA,NA,NA,NA,NA,NA,1609.16989496701,1605.25963917549,0.678986395448044,0.321013604551956,118,114,87,6,47
"67","2023-03-08",2023,0,"","BOS","POR",1611.89135298761,1424.90923308638,0.839161426447604,0.160838573552396,1616.47226710481,1420.32831896918,NA,NA,NA,NA,NA,NA,1660.53229403419,1445.54783179107,0.838460865749599,0.161539134250401,115,93,69,11,40
"68","2023-03-11",2023,0,"","ATL","BOS",1531.85256975301,1616.47226710481,0.522119587667859,0.477880412332141,1521.5614998787,1626.76333697912,NA,NA,NA,NA,NA,NA,1566.596898919,1657.76471972104,0.421439384347625,0.578560615652375,125,134,88,40,64
"69","2023-03-13",2023,0,"","HOU","BOS",1278.34496037749,1626.76333697912,0.193096950528064,0.806903049471936,1288.07668380296,1617.03161355365,NA,NA,NA,NA,NA,NA,1257.20204578526,1661.07480625551,0.131063713673568,0.868936286326432,111,109,24,1,13
"70","2023-03-15",2023,0,"","MIN","BOS",1533.36152222626,1617.03161355365,0.523483337732835,0.476516662267165,1528.2357585918,1622.15737718811,NA,NA,NA,NA,NA,NA,1577.56904399805,1653.72217584186,0.504152365588536,0.495847634411464,102,104,89,58,74
"71","2023-03-17",2023,0,"","POR","BOS",1401.10339257402,1622.15737718811,0.332512601892584,0.667487398107417,1393.30524523765,1629.95552452448,NA,NA,NA,NA,NA,NA,1455.24220399886,1667.80576524896,0.317952479049099,0.682047520950901,112,126,72,7,40
"72","2023-03-18",2023,0,"","UTA","BOS",1460.49976084459,1629.95552452448,0.401355704077366,0.598644295922634,1465.62381040784,1624.83147496123,NA,NA,NA,NA,NA,NA,1400.91804852846,1664.35055903646,0.337069946460051,0.662930053539949,118,117,59,26,43
"73","2023-03-21",2023,0,"","SAC","BOS",1575.80269307596,1624.83147496123,0.572831710273738,0.427168289726262,1554.22252282,1646.41164521719,NA,NA,NA,NA,NA,NA,1527.29509915148,1659.13901063377,0.349829722894023,0.650170277105977,109,132,83,4,44
"74","2023-03-24",2023,0,"","BOS","IND",1646.41164521719,1442.86344063513,0.851620007582169,0.148379992417831,1650.98943432541,1438.28565152691,NA,NA,NA,NA,NA,NA,1684.90023910702,1447.09108906448,0.844848426846815,0.155151573153185,120,95,73,5,39
"75","2023-03-26",2023,0,"","BOS","SAS",1650.98943432541,1291.49276880813,0.933706817843086,0.066293182156914,1653.8023560023,1288.67984713124,NA,NA,NA,NA,NA,NA,1649.06022275975,1291.47892293733,0.922351681773634,0.0776483182263659,137,93,30,0,15
"76","2023-03-28",2023,0,"","WAS","BOS",1451.63126831203,1653.8023560023,0.357060806651301,0.642939193348699,1473.76780273687,1631.66582157746,NA,NA,NA,NA,NA,NA,1429.12675184806,1677.36464142718,0.264096227849271,0.735903772150729,130,111,68,6,37
"77","2023-03-30",2023,0,"","MIL","BOS",1656.54601041901,1631.66582157746,0.672357727986413,0.327642272013587,1615.42701312887,1672.7848188676,NA,NA,NA,NA,NA,NA,1648.51325471598,1662.35236409842,0.524530837765918,0.475469162234082,99,140,95,22,59
"78","2023-03-31",2023,0,"","BOS","UTA",1672.7848188676,1434.61863324399,0.87507991982772,0.12492008017228,1674.57019285411,1432.83325925748,NA,NA,NA,NA,NA,NA,1675.3613113401,1296.943319913,0.912391827339104,0.0876081726608956,122,114,35,3,19
"79","2023-04-04",2023,0,"","PHI","BOS",1644.84623361027,1674.57019285411,0.599778291894525,0.400221708105475,1648.50800011519,1670.90842634919,NA,NA,NA,NA,NA,NA,1642.25315431757,1682.24790821636,0.538248569571424,0.461751430428576,103,101,95,17,56
"80","2023-04-05",2023,0,"","BOS","TOR",1670.90842634919,1566.8213692542,0.764015064825779,0.235984935174221,1673.47439323736,1564.25540236603,NA,NA,NA,NA,NA,NA,1611.75148772767,1596.17289006751,0.623156425019629,0.376843574980371,97,93,86,64,75
"81","2023-04-07",2023,0,"","BOS","TOR",1673.47439323736,1564.25540236603,0.7692997299845,0.2307002700155,1679.72244357307,1558.00735203032,NA,NA,NA,NA,NA,NA,1617.25687772591,1596.59334441976,0.626132080372495,0.373867919627505,121,102,87,13,50
"82","2023-04-09",2023,0,"","BOS","ATL",1679.72244357307,1518.91804443622,0.817769896597255,0.182230103402745,1682.05420779182,1516.58628021747,NA,NA,NA,NA,NA,NA,1636.96976534314,1365.41610811595,0.880007883808609,0.119992116191391,120,114,46,3,25
"83","2023-04-15",2023,0,"q","BOS","ATL",1682.05420779182,1533.24877035635,0.807249973710566,0.192750026289434,1685.99355188713,1529.30942626104,NA,NA,NA,NA,NA,NA,1720.79506486003,1568.84052062594,0.788368495329688,0.211631504670312,112,99,93,86,90
"84","2023-04-18",2023,0,"q","BOS","ATL",1685.99355188713,1529.30942626104,0.814208682237679,0.185791317762321,1689.77082105645,1525.53215709172,NA,NA,NA,NA,NA,NA,1722.47403719787,1562.54477435789,0.788658382769234,0.211341617230766,119,106,93,71,82
"85","2023-04-21",2023,0,"q","ATL","BOS",1525.53215709172,1689.77082105645,0.408592376074261,0.591407623925739,1536.85309808894,1678.44988005923,NA,NA,NA,NA,NA,NA,1561.15653254828,1726.07922825266,0.37753980428419,0.62246019571581,130,122,93,38,66
"86","2023-04-23",2023,0,"q","ATL","BOS",1536.85309808894,1678.44988005923,0.440421813888529,0.559578186111471,1529.11320859058,1686.18976955759,NA,NA,NA,NA,NA,NA,1566.65872781452,1720.37733196372,0.392822292168505,0.607177707831495,121,129,93,94,94
"87","2023-04-25",2023,0,"q","BOS","ATL",1686.18976955759,1529.11320859058,0.814550171152835,0.185449828847165,1676.28015357095,1539.02282457722,NA,NA,NA,NA,NA,NA,1732.95657802636,1561.58316354806,0.799532294494929,0.200467705505071,117,119,93,25,59
"88","2023-04-27",2023,0,"q","ATL","BOS",1539.02282457722,1676.28015357095,0.446586975828534,0.553413024171466,1531.14813262977,1684.1548455184,NA,NA,NA,NA,NA,NA,1568.30510660328,1727.15299844923,0.385775897597874,0.614224102402126,120,128,93,100,97
"89","2023-05-01",2023,0,"s","BOS","PHI",1684.1548455184,1661.28427314712,0.669804255677934,0.330195744322066,1674.75909901243,1670.68001965309,NA,NA,NA,NA,NA,NA,1729.70585107894,1611.22419577519,0.741251304988172,0.258748695011828,115,119,96,100,98
"90","2023-05-03",2023,0,"s","BOS","PHI",1674.75909901243,1670.68001965309,0.645456630360431,0.354543369639569,1690.44341070035,1654.99570796517,NA,NA,NA,NA,NA,NA,1722.20400592759,1699.1776385173,0.629290200263817,0.370709799736183,121,87,99,100,100
"91","2023-05-05",2023,0,"s","PHI","BOS",1654.99570796517,1690.44341070035,0.59184382151355,0.40815617848645,1640.47203466013,1704.96708400539,NA,NA,NA,NA,NA,NA,1675.97542759992,1721.26967516314,0.534195598032703,0.465804401967297,102,114,98,100,99
"92","2023-05-07",2023,0,"s","PHI","BOS",1640.47203466013,1704.96708400539,0.550918605317028,0.449081394682972,1644.00206182591,1701.43705683961,NA,NA,NA,NA,NA,NA,1674.06661807358,1728.91507317587,0.520595005438908,0.479404994561092,116,115,98,100,99
"93","2023-05-09",2023,0,"s","BOS","PHI",1701.43705683961,1644.00206182591,0.712236013154793,0.287763986845207,1682.47312455099,1662.96599411453,NA,NA,NA,NA,NA,NA,1727.70005224354,1678.81734326969,0.663556172992756,0.336443827007244,103,115,98,100,99
"94","2023-05-11",2023,0,"s","PHI","BOS",1662.96599411453,1682.47312455099,0.613809584268348,0.386190415731652,1650.1941228172,1695.24499584832,NA,NA,NA,NA,NA,NA,1687.50922189169,1716.76433539968,0.557244569079083,0.442755430920917,86,95,98,100,99
"95","2023-05-14",2023,0,"s","BOS","PHI",1695.24499584832,1650.1941228172,0.697406882178213,0.302593117821787,1705.34307469978,1640.09604396574,NA,NA,NA,NA,NA,NA,1722.81432746093,1684.97872715978,0.64918341432009,0.35081658567991,112,88,98,100,99
"96","2023-05-17",2023,0,"c","BOS","MIA",1705.34307469978,1598.60650939806,0.766753821943651,0.233246178056349,1689.88552296762,1614.06406113022,NA,NA,NA,NA,NA,NA,1733.77514827923,1636.21165835626,0.73182550562525,0.26817449437475,116,123,97,100,99
"97","2023-05-19",2023,0,"c","BOS","MIA",1689.88552296762,1614.06406113022,0.733432816464196,0.266567183535804,1676.68604912245,1627.26353497539,NA,NA,NA,NA,NA,NA,1727.40244233961,1642.82508021358,0.707817534664094,0.292182465335906,105,111,97,100,99
"98","2023-05-21",2023,0,"c","MIA","BOS",1627.26353497539,1676.68604912245,0.572277015254001,0.427722984745999,1643.47504617449,1660.47453792335,NA,NA,NA,NA,NA,NA,1652.37104127576,1717.75665972806,0.505244865254004,0.494755134745996,128,102,97,100,99
"99","2023-05-23",2023,0,"c","MIA","BOS",1643.47504617449,1660.47453792335,0.617225722132386,0.382774277867614,1624.10743349364,1679.8421506042,NA,NA,NA,NA,NA,NA,1653.63770880226,1699.74410759151,0.533008381989813,0.466991618010187,99,116,97,100,99
"100","2023-05-25",2023,0,"c","BOS","MIA",1679.8421506042,1624.10743349364,0.710225830163877,0.289774169836123,1686.156535211,1617.79304888684,NA,NA,NA,NA,NA,NA,1714.27896640156,1641.870651156,0.693044792282163,0.306955207717837,110,97,97,100,99
"101","2023-05-27",2023,0,"c","MIA","BOS",1617.79304888684,1686.156535211,0.545403186748039,0.454596813251961,1613.26962242251,1690.67996167533,NA,NA,NA,NA,NA,NA,1633.46304886929,1723.00868267729,0.470523535263738,0.529476464736262,103,104,97,100,99
"102","2023-05-29",2023,0,"c","BOS","MIA",1690.67996167533,1613.26962242251,0.735217182046187,0.264782817953813,1663.59059001555,1640.35899408229,NA,NA,NA,NA,NA,NA,1722.60052420619,1633.0484003719,0.713639031427167,0.286360968572833,84,103,97,100,99
